scheme_id,scheme_name,short_title,level,scheme_for,ministry,state,category,tags,description,close_date,priority,search_text
sisfs-fs,Startup India Seed Fund Scheme- For Startups,SISFS-FS,Central,Infra,Ministry Of Commerce And Industry,All,Business & Entrepreneurship,Startup;Seed Fund;Financial Assistance;Incubator;Grant,"The scheme “Startup India Seed Fund Scheme (SISFS)” was launched by the DPIIT on 19th April 2021 with an outlay of INR 945 Crore to provide financial assistance to startups for Proof of Concept, prototype development, product trials, market-entry, and commercialization.",,3.0,"Startup India Seed Fund Scheme- For Startups. The scheme “Startup India Seed Fund Scheme (SISFS)” was launched by the DPIIT on 19th April 2021 with an outlay of INR 945 Crore to provide financial assistance to startups for Proof of Concept, prototype development, product trials, market-entry, and commercialization. Category: Business & Entrepreneurship. Tags: Startup, Seed Fund, Financial Assistance, Incubator, Grant."
otsm,One Tea Scheme,OTSM,State,Individual,Not specified (state scheme),Meghalaya,"Agriculture,Rural & Environment",Tea;Cultural;DBT;Farmer,The objective of the One Tea Scheme is to ensure a minimum guaranteed price for fresh tea leaves to protect tea farmers from financial losses and provide economic stability. It also aims to support bought-leaf factories and promote sustainable tea cultivation in Meghalaya.,,1.0,"One Tea Scheme. The objective of the One Tea Scheme is to ensure a minimum guaranteed price for fresh tea leaves to protect tea farmers from financial losses and provide economic stability. It also aims to support bought-leaf factories and promote sustainable tea cultivation in Meghalaya. Category: Agriculture,Rural & Environment. Tags: Tea, Cultural, DBT, Farmer."
sss-goa,Salary Subsidy Scheme,SSS-GOA,State,Infra,Not specified (state scheme),Goa,Business & Entrepreneurship,Salary;Fresher;Employee;Company;Grant,"Launched in 2018, the ""Salary Subsidy Scheme"" by the Dept of Information Technology, Govt of Goa. The objective is to provide a Salary Subsidy to the eligible IT Units in Goa. The subsidy would be provided as a matching grant to the salary paid to Fresher up to ₹10,000 per Fresher per month.",,3.0,"Salary Subsidy Scheme. Launched in 2018, the ""Salary Subsidy Scheme"" by the Dept of Information Technology, Govt of Goa. The objective is to provide a Salary Subsidy to the eligible IT Units in Goa. The subsidy would be provided as a matching grant to the salary paid to Fresher up to ₹10,000 per Fresher per month. Category: Business & Entrepreneurship. Tags: Salary, Fresher, Employee, Company, Grant."
gsspbocwwb,General Surgery Scheme (P.B.O.C.W.W.B),GSSPBOCWWB,State,Family,Not specified (state scheme),Punjab,Health & Wellness,Labour;Building Worker;Construction Worker;General Surgery;Health;Operation,"The ""General Surgery Scheme'' by the BOCW Welfare Board, Department of Labour, Punjab, is a welfare scheme that provides financial assistance for general surgery of the beneficiary and his family members.",,2.0,"General Surgery Scheme (P.B.O.C.W.W.B). The ""General Surgery Scheme'' by the BOCW Welfare Board, Department of Labour, Punjab, is a welfare scheme that provides financial assistance for general surgery of the beneficiary and his family members. Category: Health & Wellness. Tags: Labour, Building Worker, Construction Worker, General Surgery, Health, Operation."
speoepsgug,"Scheme for Providing Employment Opportunities by Establishing Piggery, Sheep and Goat Units (General)",SPEOEPSGUG,State,Individual,Not specified (state scheme),Haryana,"Agriculture,Rural & Environment",Self-employment;Piggery Unit;Sheep Unit;Goat Unit;Animal Husbandry;Unemployed;Financial Assistance;Subsidy,"This scheme is a credit linked scheme with a primary objective of providing self-employment opportunities, the unemployed persons will be assisted by way of establishing Sheep or Goat Units (15 female+1 male) and Piggery Unit (10 female+1 male).",,1.0,"Scheme for Providing Employment Opportunities by Establishing Piggery, Sheep and Goat Units (General). This scheme is a credit linked scheme with a primary objective of providing self-employment opportunities, the unemployed persons will be assisted by way of establishing Sheep or Goat Units (15 female+1 male) and Piggery Unit (10 female+1 male). Category: Agriculture,Rural & Environment. Tags: Self-employment, Piggery Unit, Sheep Unit, Goat Unit, Animal Husbandry, Unemployed, Financial Assistance, Subsidy."
fat75opd,Financial Assistance to 75% or Permanent Disability,FAT75OPD,State,Individual,Not specified (state scheme),Maharashtra,Social welfare & Empowerment,Financial Assistance;Disability;Construction Worker;Medical Treatment,"The Financial Assistance to 75% or Permanent Disability was launched by the Maharashtra Building & Other Construction Workers Welfare Board (MBOCWW), Labor Department Maharashtra. In scheme, financial assistance of ₹2,00,000/- to the registered worker in case of 75 % or more permanent disability.",,1.0,"Financial Assistance to 75% or Permanent Disability. The Financial Assistance to 75% or Permanent Disability was launched by the Maharashtra Building & Other Construction Workers Welfare Board (MBOCWW), Labor Department Maharashtra. In scheme, financial assistance of ₹2,00,000/- to the registered worker in case of 75 % or more permanent disability. Category: Social welfare & Empowerment. Tags: Financial Assistance, Disability, Construction Worker, Medical Treatment."
docsom,Distribution of Certified Seeds of Maize,DOCSOM,State,Infra,Not specified (state scheme),Tamil Nadu,"Agriculture,Rural & Environment",Agriculture;Farmer;Seed Distribution;Maize;Subsidy,"The ""Distribution of Certified Seeds of Maize"" scheme by the Agriculture-Farmers Welfare Department, Tamil Nadu offers a subsidy to maize-growing farmers in specific districts of the state, providing financial assistance for purchasing certified maize seeds.",,3.0,"Distribution of Certified Seeds of Maize. The ""Distribution of Certified Seeds of Maize"" scheme by the Agriculture-Farmers Welfare Department, Tamil Nadu offers a subsidy to maize-growing farmers in specific districts of the state, providing financial assistance for purchasing certified maize seeds. Category: Agriculture,Rural & Environment. Tags: Agriculture, Farmer, Seed Distribution, Maize, Subsidy."
fssg,Fellowship Scholarship Scheme,FSSG,State,Individual,Not specified (state scheme),Gujarat,Education & Learning,Scholarship;Fellowship;Higher Education;Student,"The ""Fellowship Scholarship Scheme"" by the Education Department, Government of Gujarat, aims to provide financial help to students by granting an annual monetary award to those who secure 70% or more marks in Class 10th and pursue higher education.",,1.0,"Fellowship Scholarship Scheme. The ""Fellowship Scholarship Scheme"" by the Education Department, Government of Gujarat, aims to provide financial help to students by granting an annual monetary award to those who secure 70% or more marks in Class 10th and pursue higher education. Category: Education & Learning. Tags: Scholarship, Fellowship, Higher Education, Student."
arrs,Auto Rickshaw Regulation Scheme,ARRS,State,Individual,Not specified (state scheme),Madhya Pradesh,Transport & Infrastructure,Auto Rickshaws;Motor Vehicle;Rickshaw Operators;Road Safety;Permit;Driver,The scheme aims to regulate auto rickshaw operations by enforcing standardized permits and compliance conditions statewide to ensure safety and uniformity.,,1.0,"Auto Rickshaw Regulation Scheme. The scheme aims to regulate auto rickshaw operations by enforcing standardized permits and compliance conditions statewide to ensure safety and uniformity. Category: Transport & Infrastructure. Tags: Auto Rickshaws, Motor Vehicle, Rickshaw Operators, Road Safety, Permit, Driver."
dhausy,Dhobhi Hetu Avashyak Upkaran Sahayata Yojana,DHAUSY,State,Individual,Not specified (state scheme),Chhattisgarh,Social welfare & Empowerment,Unorganized Workers;Financial Support;Development,"The Labor Department of Chhattisgarh initiated this scheme on January 10, 2018, under the ""Unorganized Workers State Social Security Board."" This scheme aims to provide equipment support to dhobis.",,1.0,"Dhobhi Hetu Avashyak Upkaran Sahayata Yojana. The Labor Department of Chhattisgarh initiated this scheme on January 10, 2018, under the ""Unorganized Workers State Social Security Board."" This scheme aims to provide equipment support to dhobis. Category: Social welfare & Empowerment. Tags: Unorganized Workers, Financial Support, Development."
eees,Rajiv Gandhi Scholarship Scheme,RGSS,State,Individual,Not specified (state scheme),Haryana,Education & Learning,Scholarship;Student;Topper;Merit;Award;High School;Secondary School,"The scheme aims to encourage brilliant students and inculcate a spirit of competition among them. Under this scheme, scholarships/incentives are provided to meritorious students studying in Class VI to Class XII in government schools.",,1.0,"Rajiv Gandhi Scholarship Scheme. The scheme aims to encourage brilliant students and inculcate a spirit of competition among them. Under this scheme, scholarships/incentives are provided to meritorious students studying in Class VI to Class XII in government schools. Category: Education & Learning. Tags: Scholarship, Student, Topper, Merit, Award, High School, Secondary School."
wbtwsmbma,West Bengal Transport Workers’ Social Security Scheme: Medical Benefit for Major Ailments,WBTWSMBMA,State,Family,Not specified (state scheme),West Bengal,Health & Wellness,Social Security;Transport Worker;Health & Wellness;Major Ailments;Medical Benefit,"This scheme provides financial assistance for the treatment of beneficiaries or their family members suffering from major ailments like cancer, TB, brain stroke, cardiac problems, and others.",,2.0,"West Bengal Transport Workers’ Social Security Scheme: Medical Benefit for Major Ailments. This scheme provides financial assistance for the treatment of beneficiaries or their family members suffering from major ailments like cancer, TB, brain stroke, cardiac problems, and others. Category: Health & Wellness. Tags: Social Security, Transport Worker, Health & Wellness, Major Ailments, Medical Benefit."
fafps,Financial Assistance For Purchase Of Stationery To SC/ST/OBC/Minorities Students,FAFPS,State,Individual,Not specified (state scheme),Delhi,Social welfare & Empowerment,Financial Assistance;Scheduled Caste;Scheduled Tribe;Other Backward Classes;Minorities;Purchase Of Stationery;Students,Welfare scheme of Department For The Welfare Of SC/ST/OBC’s/Minorities to provide help for purchase of stationery to SC/ST/OBC/Minorities Students of 1st to 12th class studying Govt. of India/GNCT of Delhi/Aided Recognized schools.,,1.0,"Financial Assistance For Purchase Of Stationery To SC/ST/OBC/Minorities Students. Welfare scheme of Department For The Welfare Of SC/ST/OBC’s/Minorities to provide help for purchase of stationery to SC/ST/OBC/Minorities Students of 1st to 12th class studying Govt. of India/GNCT of Delhi/Aided Recognized schools. Category: Social welfare & Empowerment. Tags: Financial Assistance, Scheduled Caste, Scheduled Tribe, Other Backward Classes, Minorities, Purchase Of Stationery, Students."
